   2   9   5   9   0.11524
   2   9   6   8   0.35966
   2   9   7  12   0.50828
   2   9   8  11   0.10166
   2   9   9  10  -0.40663
   2  10   2  10   0.14257
   2  10   3  12  -0.05091
   2  10   4   6   0.18319
   2  10   4  11  -0.26023
   2  10   5  10  -0.04088
   2  10   6   9   0.40563
   2  10   8  12   0.45462
   2  10   9  11  -0.28753
   2  11   2  11   0.41333
   2  11   4  12  -0.23691
   2  11   5   6   0.12954
   2  11   5  11  -0.22489
   2  11   6  10   0.40520
   2  11   9  12   0.22731
   2  11  10  11  -0.30497
   2  12   2  12   0.68410
   2  12   5  12  -0.43679
   2  12   6  11   0.33834
   3   4   3   4  -0.09740
   3   4   3   9  -0.19019
   3   4   4   8   0.31058
   3   4   5   7  -0.34724
   3   4   7  10  -0.72831
   3   4   8   9   0.97713
   3   5   3   5  -0.09740
   3   5   3  10  -0.28529
   3   5   4   9   0.27452
   3   5   5   8  -0.07765
   3   5   6   7  -0.30072
   3   5   7  11  -1.02999
   3   5   8  10   0.65142
   3   6   3   6  -0.99830
   3   6   3  11  -0.23294
   3   6   4   5   0.90090
   3   6   4  10   0.09510
   3   6   5   9   0.09510
   3   6   6   8  -0.23294
   3   6   7  12  -1.93145
   3   6   8  11   1.13362
   3   6   9  10  -0.73471
   3   7   3   7  -1.44470
   3   7   7   8  -1.33490
   3   8   3   8  -0.61520
   3   8   4   7  -1.07088
   3   8   7   9  -1.05533
   3   9   3   9  -0.15439
   3   9   4   8  -0.75251
   3   9   5   7  -0.67312
   3   9   7  10  -0.68790
   3   9   8   9  -0.41199
   3  10   3  10   0.07042
   3  10   4   9  -0.38938
   3  10   5   8  -0.57810
   3  10   6   7  -0.41957
   3  10   7  11  -0.40392
   3  10   8  10  -0.41199
   3  11   3  11   0.19190
   3  11   4   5  -0.23294
   3  11   4  10  -0.19838
   3  11   5   9  -0.25310
   3  11   6   8  -0.53072
   3  11   7  12  -0.20328
   3  11   8  11  -0.30764
   3  11   9  10  -0.10435
   3  12   3  12   0.34274
   3  12   4   6  -0.30072
   3  12   4  11  -0.19472
   3  12   5  10   0.05359
   3  12   6   9  -0.41957
   3  12   8  12  -0.20328
   3  12   9  11  -0.08250
   4   5   4   5  -0.99830
   4   5   4  10   0.09510
   4   5   5   9   0.09510
   4   5   6   8  -0.23294
   4   5   7  12   0.60173
   4   5   8  11  -1.39956
   4   5   9  10   1.79847
   4   6   4   6  -0.09740
   4   6   4  11  -0.07765
   4   6   5  10   0.27452
   4   6   6   9  -0.28529
   4   6   8  12  -1.02999
   4   6   9  11   0.65142
   4   7   4   7  -0.06220
   4   7   7   9  -0.81746
   4   8   4   8  -0.76886
   4   8   5   7  -0.13734
   4   8   7  10  -0.70456
   4   8   8   9  -0.68965
   4   9   4   9  -0.70880
   4   9   5   8  -0.73663
   4   9   6   7   0.05359
   4   9   7  11  -0.42372
   4   9   8  10  -0.88807
   4  10   4  10  -0.28005
   4  10   5   9  -0.98033
   4  10   6   8  -0.25310
   4  10   7  12  -0.18949
   4  10   8  11  -0.69186
   4  10   9  10  -0.50237
   4  11   4  11   0.11934
   4  11   5  10  -0.73663
   4  11   6   9  -0.57810
   4  11   8  12  -0.39716
   4  11   9  11  -0.56627
   4  12   4  12   0.09135
   4  12   5   6  -0.34724
   4  12   5  11  -0.13734
   4  12   6  10  -0.67312
   4  12   9  12  -0.43847
   4  12  10  11  -0.14289
   5   6   5   6  -0.09740
   5   6   5  11   0.31058
   5   6   6  10  -0.19019
   5   6   9  12  -0.72831
   5   6  10  11   0.97713
   5   7   5   7   0.09135
   5   7   7  10  -0.43847
   5   7   8   9  -0.14289
   5   8   5   8   0.11934
   5   8   6   7  -0.19472
   5   8   7  11  -0.39716
   5   8   8  10  -0.56627
   5   9   5   9  -0.28005
   5   9   6   8  -0.19838
   5   9   7  12  -0.18949
   5   9   8  11  -0.69186
   5   9   9  10  -0.50237
   5  10   5  10  -0.70880
   5  10   6   9  -0.38938
   5  10   8  12  -0.42372
   5  10   9  11  -0.88807
   5  11   5  11  -0.76886
   5  11   6  10  -0.75251
   5  11   9  12  -0.70456
   5  11  10  11  -0.68965
   5  12   5  12  -0.06220
   5  12   6  11  -1.07088
   5  12  10  12  -0.81746
   6   7   6   7   0.34274
   6   7   7  11  -0.20328
   6   7   8  10  -0.08250
   6   8   6   8   0.19190
   6   8   7  12  -0.20328
   6   8   8  11  -0.30764
   6   8   9  10  -0.10435
   6   9   6   9   0.07042
   6   9   8  12  -0.40392
   6   9   9  11  -0.41199
   6  10   6  10  -0.15439
   6  10   9  12  -0.68790
   6  10  10  11  -0.41199
   6  11   6  11  -0.61520
   6  11  10  12  -1.05533
   6  12   6  12  -1.44470
   6  12  11  12  -1.33490
   7   8   7   8  -0.20690
   7   9   7   9  -0.20690
   7  10   7  10  -0.49040
   7  10   8   9   0.38036
   7  11   7  11  -0.77390
   7  11   8  10   0.35860
   7  12   7  12  -1.46370
   7  12   8  11   0.68980
   7  12   9  10  -0.40630
   8   9   8   9  -0.71720
   8  10   8  10  -0.43370
   8  11   8  11  -1.01010
   8  11   9  10   0.85990
   8  12   8  12  -0.77390
   8  12   9  11   0.35860
   9  10   9  10  -1.29360
   9  11   9  11  -0.43370
   9  12   9  12  -0.49040
   9  12  10  11   0.38036
  10  11  10  11  -0.71720
  10  12  10  12  -0.20690
  11  12  11  12  -0.20690


